timestamp,tag,value,alarm_state
2024-08-20 16:08:00,Temp_101,123.4,HighHigh
2024-08-20 16:09:00,Pressure_202,44.6,OK
2024-08-20 16:09:00,Temp_101,123.7,HighHigh
2024-08-20 16:10:00,Pressure_202,46.0,OK
2024-08-20 16:10:00,Temp_101,122.62,HighHigh
2024-08-20 16:11:00,Pressure_202,44.44,OK
2024-08-20 16:11:00,Temp_101,124.3,HighHigh
2024-08-20 16:12:00,Pressure_202,44.31,OK
2024-08-20 16:12:00,Temp_101,124.6,HighHigh
2024-08-20 16:13:00,Pressure_202,42.71,OK
2024-08-20 16:13:00,Temp_101,124.9,HighHigh
2024-08-20 16:14:00,Pressure_202,45.2,OK
2024-08-20 16:14:00,Temp_101,125.2,HighHigh
2024-08-20 16:15:00,Pressure_202,44.92,OK
2024-08-20 16:15:00,Temp_101,125.5,HighHigh
2024-08-20 16:16:00,Pressure_202,45.49,OK
2024-08-20 16:16:00,Temp_101,125.8,HighHigh
2024-08-20 16:17:00,Pressure_202,45.47,OK
2024-08-20 16:17:00,Temp_101,124.31,HighHigh
2024-08-20 16:18:00,Pressure_202,44.9,OK
2024-08-20 16:18:00,Temp_101,126.4,HighHigh
2024-08-20 16:19:00,Pressure_202,44.53,OK
2024-08-20 16:19:00,Temp_101,126.7,HighHigh
2024-08-20 16:20:00,Pressure_202,44.52,OK
2024-08-20 16:20:00,Temp_101,127.0,HighHigh
2024-08-20 16:21:00,Pressure_202,43.77,OK
2024-08-20 16:21:00,Temp_101,127.3,HighHigh
2024-08-20 16:22:00,Pressure_202,42.98,OK
2024-08-20 16:22:00,Temp_101,127.6,HighHigh
2024-08-20 16:23:00,Pressure_202,45.06,OK
2024-08-20 16:23:00,Temp_101,127.9,HighHigh
2024-08-20 16:24:00,Pressure_202,44.66,OK
2024-08-20 16:24:00,Temp_101,129.82,HighHigh
2024-08-20 16:25:00,Pressure_202,45.3,OK
2024-08-20 16:25:00,Temp_101,128.5,HighHigh
2024-08-20 16:26:00,Pressure_202,45.96,OK
2024-08-20 16:26:00,Temp_101,128.8,HighHigh
2024-08-20 16:27:00,Pressure_202,44.91,OK
2024-08-20 16:27:00,Temp_101,132.1,HighHigh
2024-08-20 16:28:00,Pressure_202,46.07,OK
2024-08-20 16:28:00,Temp_101,129.4,HighHigh
2024-08-20 16:29:00,Pressure_202,44.97,OK
2024-08-20 16:29:00,Temp_101,129.7,HighHigh
2024-08-20 16:30:00,Pressure_202,44.64,OK
2024-08-20 16:30:00,Temp_101,128.04,HighHigh
2024-08-20 16:31:00,Pressure_202,45.76,OK
2024-08-20 16:31:00,Temp_101,130.3,HighHigh
2024-08-20 16:32:00,Pressure_202,44.16,OK
2024-08-20 16:32:00,Temp_101,130.6,HighHigh
2024-08-20 16:33:00,Pressure_202,44.12,OK
2024-08-20 16:33:00,Temp_101,130.9,HighHigh
2024-08-20 16:34:00,Pressure_202,44.29,OK
2024-08-20 16:34:00,Temp_101,128.28,HighHigh
2024-08-20 16:35:00,Pressure_202,45.61,OK
2024-08-20 16:35:00,Temp_101,129.51,HighHigh
2024-08-20 16:36:00,Pressure_202,45.64,OK
2024-08-20 16:36:00,Temp_101,128.66,HighHigh
2024-08-20 16:37:00,Pressure_202,45.63,OK
2024-08-20 16:37:00,Temp_101,132.1,HighHigh
2024-08-20 16:38:00,Pressure_202,44.72,OK
2024-08-20 16:38:00,Temp_101,132.4,HighHigh
2024-08-20 16:39:00,Pressure_202,43.69,OK
2024-08-20 16:39:00,Temp_101,132.7,HighHigh
2024-08-20 16:40:00,Pressure_202,44.8,OK
2024-08-20 16:40:00,Temp_101,133.0,HighHigh
2024-08-20 16:41:00,Pressure_202,45.0,OK
2024-08-20 16:41:00,Temp_101,133.3,HighHigh
2024-08-20 16:42:00,Pressure_202,46.02,OK
2024-08-20 16:42:00,Temp_101,136.64,HighHigh
2024-08-20 16:43:00,Pressure_202,45.4,OK
2024-08-20 16:43:00,Temp_101,136.61,HighHigh
2024-08-20 16:44:00,Pressure_202,45.06,OK
2024-08-20 16:44:00,Temp_101,135.29,HighHigh
2024-08-20 16:45:00,Pressure_202,43.68,OK
2024-08-20 16:45:00,Temp_101,134.5,HighHigh
2024-08-20 16:46:00,Pressure_202,46.52,OK
2024-08-20 16:46:00,Temp_101,134.8,HighHigh
2024-08-20 16:47:00,Pressure_202,44.13,OK
2024-08-20 16:47:00,Temp_101,135.1,HighHigh
2024-08-20 16:48:00,Pressure_202,44.05,OK
2024-08-20 16:48:00,Temp_101,135.4,HighHigh
2024-08-20 16:49:00,Pressure_202,45.47,OK
2024-08-20 16:49:00,Temp_101,135.7,HighHigh
2024-08-20 16:50:00,Pressure_202,44.66,OK
2024-08-20 16:50:00,Temp_101,135.77,HighHigh
2024-08-20 16:51:00,Pressure_202,44.82,OK
2024-08-20 16:51:00,Temp_101,137.48,HighHigh
2024-08-20 16:52:00,Pressure_202,45.42,OK
2024-08-20 16:52:00,Temp_101,136.6,HighHigh
2024-08-20 16:53:00,Pressure_202,45.56,OK
2024-08-20 16:53:00,Temp_101,136.9,HighHigh
2024-08-20 16:54:00,Pressure_202,46.31,OK
2024-08-20 16:54:00,Temp_101,137.2,HighHigh
2024-08-20 16:55:00,Pressure_202,45.25,OK
2024-08-20 16:55:00,Temp_101,137.5,HighHigh
2024-08-20 16:56:00,Pressure_202,44.8,OK
2024-08-20 16:56:00,Temp_101,137.8,HighHigh
2024-08-20 16:57:00,Pressure_202,46.14,OK
2024-08-20 16:57:00,Temp_101,137.95,HighHigh
2024-08-20 16:58:00,Pressure_202,45.02,OK
2024-08-20 16:58:00,Temp_101,138.4,HighHigh
2024-08-20 16:59:00,Pressure_202,45.14,OK
2024-08-20 16:59:00,Temp_101,138.7,HighHigh
